Tweet_ID;Tweet_Text;Aspek;Sentimen;Alasan
858;andai saja, trump kalah kala itu, tidak membeo lobis pindahkan kedubes ke yerusalem climate change denial, covidiot, merespon rrt bersaing gentle bukan proteksionis rusia tidak anek crimea, putin-zelen konsisten minsk ii 2020 mega pensiun uu ormas pidanakan fpi, hti, ji, dll;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik penyangkalan perubahan iklim dalam konteks politik global
859;biasa lah, ujar ketua umum partai golkar bahlil lahadalia saat dikonfirmasi mengenai pertemuan tersebut oleh wartawan di depan rumah prabowo;GOVERNMENT_POLICY;Netral;Melaporkan respons santai Bahlil tentang pertemuan politik
860;pln terus maju dengan energi hijau mobil listrik liburan nataru beneran opsi terbaik sih;ENERGY_TECHNOLOGY;Positif;Mengapresiasi kemajuan PLN dalam energi hijau dan mobil listrik
861;2025-2030 adalah tahun paling sukses dalam hidupmu, karena 5 industri akan menguasai dunia crypto, ai, space exploration, biotech dan renewable energy jangan terlalu berambisi mengejar dunia ucap seorang pecundang yang rela mewarisi kemiskinan kepada anaknya;ENERGY_TECHNOLOGY;Positif;Memprediksi masa depan cerah industri energi terbarukan
862;5 top industri yang harus difokuskan di masa depan: atau kalau selebihnya jurusan yang harus difokuskan 2025++: teknik informatika, kecerdasan buatan, data science, blockchain, cybersecurity, bioteknologi, energi terbarukan, psikologi, kewirausahaan, kedokteran dan kesehatan;ENERGY_TECHNOLOGY;Positif;Merekomendasikan energi terbarukan sebagai fokus masa depan
863;kementerian esdm pastikan pasokan bbm dan listrik aman jelang tahun baru 2025 pertamina pertaminaindonesia pertaminapatraniaga esdm;GOVERNMENT_POLICY;Positif;Melaporkan jaminan keamanan pasokan energi dari ESDM
864;menteri esdm bahlil lahadalia meninjau pos pengamatan gunungapi merapi di kaliurang, sleman, daerah istimewa yogyakarta, minggu 29/12 bahlillahadalia merapi yogyakarta;GOVERNMENT_POLICY;Netral;Melaporkan kunjungan menteri ESDM untuk monitoring keamanan
865;menteri energi dan sumber daya mineral esdm yang juga ketua umum dpp partai golkar bahlil lahadalia membenarkan pertemuan sejumlah ketum partai dengan presiden prabowo subianto partaigolkar bahlil prabowosubianto;GOVERNMENT_POLICY;Netral;Melaporkan konfirmasi pertemuan politik
866;kenangan bahlil lahadalia di peringatan 40 hari wafatnya kholis malik bahlillahadalia kuningkeren golkarindonesia partaigolkar golkarpedia;GOVERNMENT_POLICY;Netral;Melaporkan kegiatan personal menteri ESDM
867;panennya mundur taun ini fak climate change;ENVIRONMENTAL_IMPACT;Negatif;Mengutuk dampak perubahan iklim terhadap hasil panen
868;peluang ebt besar, namun saham emiten ini dihargai rp29;ENERGY_TECHNOLOGY;Negatif;Menyoroti undervaluation saham EBT meski peluang besar
869;hba hma bulan desember 2024 kembali lagi dengan berita harga acuan mineral dan batubara kementrian esdm sudah merilis hba dan hma untuk bulan desember 2024 mari kita simak trend harga acuan minerba bulan ini;OTHER;Netral;Melaporkan harga acuan mineral dan batubara
870;terjadi erupsi g ibu pada hari minggu, 29 desember 2024, pukul 21:05 wit tinggi kolom abu teramati ± 3000 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 118 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
871;terjadi erupsi g ibu pada hari minggu, 29 desember 2024, pukul 20:45 wit tinggi kolom abu teramati ± 400 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 61 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
872;terjadi erupsi g semeru pada hari minggu, 29 desember 2024, pukul 19:08 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 108 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
873;terjadi erupsi g marapi pada hari minggu, 29 desember 2024, pukul 18:55 wib erupsi terekam di seismograf dengan amplitudo maksimum 5.6 mm dan durasi 26 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
874;terjadi erupsi g semeru pada hari minggu, 29 desember 2024, pukul 18:42 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 119 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
875;terjadi erupsi g ibu pada hari minggu, 29 desember 2024, pukul 18:10 wit tinggi kolom abu teramati ± 400 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 47 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
876;terjadi erupsi g ibu pada hari minggu, 29 desember 2024, pukul 17:38 wit tinggi kolom abu teramati ± 600 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 82 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
877;terjadi erupsi g ibu pada hari minggu, 29 desember 2024, pukul 17:20 wit tinggi kolom abu teramati ± 800 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 131 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
878;terjadi erupsi g semeru pada hari minggu, 29 desember 2024, pukul 16:48 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 105 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
879;terjadi erupsi g ibu pada hari minggu, 29 desember 2024, pukul 16:18 wit tinggi kolom abu teramati ± 500 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 51 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
880;terjadi erupsi g ibu pada hari minggu, 29 desember 2024, pukul 15:43 wit tinggi kolom abu teramati ± 400 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 75 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
881;terjadi erupsi g semeru pada hari minggu, 29 desember 2024, pukul 13:59 wib erupsi terekam di seismograf dengan amplitudo maksimum 21 mm dan durasi 138 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
882;terjadi erupsi g ibu pada hari minggu, 29 desember 2024, pukul 13:36 wit tinggi kolom abu teramati ± 700 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 65 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
883;terjadi erupsi g semeru pada hari minggu, 29 desember 2024, pukul 12:49 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 129 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
884;terjadi erupsi g ibu pada hari minggu, 29 desember 2024, pukul 13:36 wit tinggi kolom abu teramati ± 700 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 65 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
885;lihat sumber energi baru pembangkit listrik tenaga bicep;ENERGY_TECHNOLOGY;Positif;Joke kreatif tentang sumber energi baru dari tenaga otot manusia
886;kepala dinas esdm prov kalteng menghadiri acara ibadah dan perayaan natal pemprov kalteng tahun 2024 yang di laksanakan di gor serbaguna indoor palangka raya natal2024 pemprovkalteng ibadah perayaannatal2024;GOVERNMENT_POLICY;Netral;Melaporkan kegiatan kepala dinas ESDM dalam acara natal
887;tahun baru selalu datang dengan harapan baru, kesempatan baru, dan energi baru jadi, untuk sobat yang sudah mulai manifesting untuk tahun baru, percaya pada prosesnya bahwa setiap langkah yang kalian ambil hari ini akan membentuk jalan menuju masa depan yang kalian impikan;OTHER;Positif;Motivasi tahun baru dengan menyebut energi baru tanpa konteks EBT spesifik
888;esdm dukung penyelidikan kppu dan tegaskan proyek cisem ii transparan, bahlil: jangan bangun persepsi negatif - indonesia insider;GOVERNMENT_POLICY;Netral;Melaporkan dukungan ESDM untuk transparansi proyek dan penyelidikan
889;kementerian esdm tegaskan proses persetujuan rkab transparan, akuntabel, dan sesuai regulasi - indonesia insider;GOVERNMENT_POLICY;Positif;Melaporkan komitmen transparansi dan akuntabilitas ESDM dalam persetujuan RKAB
890;pemerintah akan menerapkan b40 pada 1 januari 2025 kendati mendukung ketahanan energi dan transisi energi, ada tantangan dalam penerapan biodiesel lebih tinggi ekonomi adadikompas;ENERGY_TECHNOLOGY;Netral;Melaporkan implementasi B40 dengan mengakui tantangan
891;presiden prabowo subianto menggelar pertemuan tertutup dengan para ketua umum partai pendukung pemerintah di kediamannya, sabtu 28/12/2024 dari ahy hingga bahlil lahadalia, semuanya hadir bahlil menyebut pertemuan para menteri yang juga para ketua umum partai di kediaman;GOVERNMENT_POLICY;Netral;Melaporkan pertemuan politik presiden dengan ketua umum partai
892;menteri esdm, bahlil lahadalia: hilirisasi minerba instrumen penting agar ekonomi tumbuh 8 persen;GOVERNMENT_POLICY;Positif;Melaporkan strategi menteri ESDM untuk pertumbuhan ekonomi melalui hilirisasi
893;argo wisata jejamuran opportunity 1 adakan event/festival dapat attract tourists 2 can be cultivated tanaman organik lainnya threats 1 pest / plant disease attacks dapat memengaruhi quality production jamur 2 climate change memengaruhi turunnya quality production;ENVIRONMENTAL_IMPACT;Negatif;Mengidentifikasi climate change sebagai ancaman terhadap produksi pertanian
894;sehingga para ahli memperkirakan pusat data ai baru mungkin kekurangan daya pada 2027 hal ini memaksa perusahaan teknologi untuk berinvestasi dalam sumber energi baru;ENERGY_TECHNOLOGY;Positif;Melaporkan kebutuhan investasi energi baru untuk pusat data AI
895;wamen esdm yuliot tanjung: kilang dumai hanya penuhi 16 persen kebutuhan bbm nasional;GOVERNMENT_POLICY;Netral;Melaporkan kapasitas kilang BBM nasional dari wamen ESDM
896;pake mobil listrik buat liburan itu vibesnya beda sih dukung banget langkah pln bikin fasilitas makin top energi hijau masa depan dong;ENERGY_TECHNOLOGY;Positif;Mendukung penggunaan mobil listrik dan apresiasi fasilitas PLN untuk energi hijau
897;mobil listrik itu memang win banget buat liburan nataru kata pengguna juga, makin nyaman karena fasilitasnya sudah oke salut pln yang support energi bersih;ENERGY_TECHNOLOGY;Positif;Mengapresiasi mobil listrik dan dukungan PLN untuk energi bersih
898;indonesia kini menjadi magnet investasi bagi negara-negara di eropa dan amerika serikat, terutama dalam sektor energi hijau ada ribuan gigawatt listrik yang potensial digarap di sektor ini;ENERGY_TECHNOLOGY;Positif;Melaporkan daya tarik investasi Indonesia di sektor energi hijau
899;pendana global energi terbarukan lebih dukung skala besar daripada komunitas via [user];ENERGY_TECHNOLOGY;Negatif;Mengkritik preferensi pendana global yang mengabaikan komunitas kecil
900;ohyaaaaaaa, buat bocil selamat dit yang amanah ya 2019 ketua angkatan geothermal halimun 2025 komandan ksr pmi jb gokilllll bahagia banget gh punya lu dit jaya trus brooooo harumkan nama gh bro kita bangga punya u;ENERGY_TECHNOLOGY;Netral;Ucapan selamat untuk alumni geothermal yang menjadi komandan
901;hasil karya bang bahlil lahadalia yang tak akan hilang [user] [user] [user];GOVERNMENT_POLICY;Negatif;Mengapresiasi karya menteri ESDM Bahlil Lahadalia
902;pltp sarulla pembangkit listrik geotermal terbesar di indonesia;ENERGY_TECHNOLOGY;Positif;Melaporkan pencapaian PLTP Sarulla sebagai geotermal terbesar Indonesia
903;repost electrizen, pln melalui komitmen nyata dalam pengembangan energi terbarukan berhasil meraih 42 penghargaan pada acara malam apresiasi kinerja stakeholder ebtke 2024 yang digelar oleh kementerian esdm sebanyak 10 penghargaan di antaranya adalah;ENERGY_TECHNOLOGY;Positif;Repost pencapaian PLN meraih 42 penghargaan energi terbarukan
904;pembuat kebijakan brasil ilmuwan bahas tren deforestasi, emisi karbon, ancaman keanekaragaman hayati di forum virtual aksi harus dilakukan di semua level baca selengkapnya: trees4resilience;ENVIRONMENTAL_IMPACT;Negatif;Membahas tren negatif deforestasi dan emisi karbon dengan panggilan aksi
905;kementerian esdm amankan pasokan bbm listrik di tahun baru 2025;GOVERNMENT_POLICY;Netral;Melaporkan jaminan keamanan pasokan energi dari Kementerian ESDM
906;hari ini kami dengan tim turun mengecek kesiapan implementasi b40 yang akan dimulai pada 1 januari 2025, kata wamen esdm yuliot;ENERGY_TECHNOLOGY;Netral;Melaporkan kesiapan implementasi B40 dari wamen ESDM
907;diskusi panas di poco leok, geothermal yes or no;ENERGY_TECHNOLOGY;Netral;Melaporkan diskusi kontroversial tentang geothermal tanpa mengambil posisi
908;kementerian energi dan sumber daya mineral esdm mencatat, wna china, yh, menggali tambang emas secara ilegal di kabupaten ketapang, kalimantan barat dia tercatat berhasil menggasak tambang sebanyak 774 kilogram kg emas dan 937 kg perak yang membuat negara rugi hingga rp 1,02;OTHER;Negatif;Melaporkan penambangan ilegal yang merugikan negara
909;makasih, pak haryo menarik jika keunggulan dan kepemimpinan global di bidang energi hijau, ev, quantum computing, biofarma, dan ai tidak menciptakan sustained domestic demand cina, apa yang tersedia buat cina untuk perminataan dalam negerinya ya;ENERGY_TECHNOLOGY;Netral;Pertanyaan analitis tentang strategi energi hijau China
910;kecukupan energi mendorong untuk mendorong pertumbuhan energi terbarukan: menteri - viral fyp x reader indonesia jakarta antara - menteri energi dan sumber daya mineral bahlil lahadalia mengatakan upaya pemerintah untuk m;ENERGY_TECHNOLOGY;Positif;Melaporkan pernyataan menteri ESDM tentang pertumbuhan energi terbarukan
911;pt pertamina hulu mahakam sambut kunjungan kerja dan mwt akhir tahun 2024 skk migas pertamina pertaminacilacap skkmigas esdm;ENERGY_TECHNOLOGY;Netral;Melaporkan kunjungan kerja Pertamina tanpa opini spesifik
912;sebelumnya ada subsidi beli mobil listrik itu ya kalau tidak salah transisi energi yang maksa anjir, kalau mau transisi energi itu pastikan adil dong lagi2 selalu heran cara pemerintah berpikir tapi sebenernya mudah aja, anggap mereka gapunya otak dan gabisa mikir pajaktidakadil;ENERGY_TECHNOLOGY;Negatif;Mengkritik kebijakan transisi energi yang dianggap tidak adil dan memaksa
913;1 situasi rrt itu tidak hitam putih seperti banyak ditulis oleh propagandis baik yang melebih2kan maupun yang meremehkan di satu pihak, rrt unggul di bidang energi hijau, ev, quantum computing, biofarma, ai dan berusaha menjadi pemimpin dunia di bidang-bidang ini;ENERGY_TECHNOLOGY;Positif;Mengakui keunggulan China di bidang energi hijau dan teknologi
914;pastikan kesiapan pelaksanaan program b40 berjalan baik, wamen esdm ungkap tantangan penerapan minggu, 29/12/2024;ENERGY_TECHNOLOGY;Netral;Melaporkan tantangan implementasi program B40 dari wamen ESDM
915;kinerja mesin spark ignition si berbahan bakar campuran bensin-metanol m-20 dan bensin-etanol e-20 pada variasi nilai oktan;OTHER;Netral;Penelitian teknis tentang bahan bakar campuran tanpa kaitan EBT langsung
916;menteri esdm: hulu migas kunci utama swasembada energi;GOVERNMENT_POLICY;Positif;Melaporkan strategi menteri ESDM untuk swasembada energi
917;menjelang libur akhir tahun 2024, wakil menteri energi dan sumber daya mineral wamen esdm, yuliot tanjung, melakukan inspeksi langsung terhadap pasokan dan distribusi bahan bakar minyak bbm di wilayah riau infopku bbmriau;GOVERNMENT_POLICY;Positif;Melaporkan inspeksi wamen ESDM untuk memastikan pasokan BBM
918;museum vatikan yang kini gunakan atap panel surya;ENERGY_TECHNOLOGY;Positif;Melaporkan penggunaan panel surya di Museum Vatikan
919;esdm selesaikan 1.757 permohonan rkab mineral dan batubara jelang akhir tahun 2024 komoditas;OTHER;Positif;Melaporkan pencapaian ESDM dalam menyelesaikan permohonan RKAB
920;oleh syamsul noor bioenergi adalah salah satu jenis energi terbarukan sebagai energi alternatif dalam kehidupan sehari-hari beberapa contoh bioenergi di indonesia adalah biodiesel, biogas, bioethanol dan pure vegetable oil;ENERGY_TECHNOLOGY;Positif;Menjelaskan berbagai jenis bioenergi sebagai energi terbarukan Indonesia
921;engene hari pertama walk the line in japan, fukuoka, berlangsung meriah dan luar biasa teriakan serta dukungan yang kalian berikan, menjadikan energi baru bagi kami;OTHER;Netral;Konser musik yang menyebut energi baru tanpa konteks EBT
922;terjadi erupsi g semeru pada hari minggu, 29 desember 2024, pukul 04:54 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 120 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
923;terjadi erupsi g semeru pada hari minggu, 29 desember 2024, pukul 04:18 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 117 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
924;terjadi erupsi g semeru pada hari minggu, 29 desember 2024, pukul 03:27 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 217 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
925;terjadi erupsi g semeru pada hari minggu, 29 desember 2024, pukul 00:37 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 172 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
926;terjadi erupsi g semeru pada hari sabtu, 28 desember 2024, pukul 23:47 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 129 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
